Абаза;Хакасия;39047
Кантемировка;Воронежская область;47367
Кара;Читинская область;30235
Карабаш;Челябинская область;35153
Караблино;Рязанская область;49143
Карагай;Пермская область;34297
Караидель;Башкортостан;34744
Каракулино;Удмуртия;34132
Карамышево;Калининградская область;40142
Карасук;Новосибирская область;38355
Каратузское;Красноярский край;39137
Карачев;Брянская область;48335
Каргаполье;Курганская область;35256
Каргасок;Томская область;38253
Каргат;Новосибирская область;38365
Каргополь;Архангельская область;81841
Кардымово;Смоленская область;48167
Кармаскалы;Башкортостан;34765
Карпинск;Свердловская область;34313
Карпогоры;Архангельская область;81856
Карсун;Ульяновская область;84246
Карталы;Челябинская область;35133
Карымская;Читинская область;30234
Касимов;Рязанская область;49131
Касли;Челябинская область;35149
Каспийский;Калмыкия;84733
Касторное;Курская область;47157
Касумкент;Дагестан;87236
Катав-Ивановск;Челябинская область;35147
Катайск;Курганская область;35251
Качканар;Свердловская область;34341
Кашары;Ростовская область;86318
Кашин;Тверская область;48234
Каширское;Воронежская область;47342
Каштановка;Калининградская область;40159
Каштаново;Калининградская область;40158
Каштаново;Калининградская область;40157
Кваркено;Оренбургская область;35364
Кедровый;Красноярский край;39195
Кез;Удмуртия;34158
Кемерово;Кемеровская область;3842
Кемля;Мордовия;83433
Кемь;Карелия;81458
Кетово;Курганская область;35231
Кетченеры;Калмыкия;84735
Кижинга;Бурятия;30141
Кизел;Пермская область;34255
Кизильское;Челябинская область;35155
Кизляр;Дагестан;87239
Кизнер;Удмуртия;34154
Кикнур;Кировская область;83341
Килемары;Марий Эл;83643
Кильмезь;Кировская область;83338
Кимовск;Тульская область;48735
Кимры;Тверская область;48236
Кингесепп;Ленинградская область;81275
Кинель;Самарская область;84663
Кинель-Черкасы;Самарская область;84660
Кинешма;Ивановская область;49331
Киргиз-Мияки;Башкортостан;34718
Киреевск;Тульская область;48754
Киренск;Иркутская область;39568
Киржач;Владимирская область;49237
Кириллов;Вологодская область;81757
Кириши;Ленинградская область;81268
Киров;Кировская область;8332
Киров;Калужская область;48456
Кирова;Калининградская область;40151
Кировград;Свердловская область;34357
Кирово-Чепецк;Кировская область;83361
Кировск;Ленинградская область;81262
Кировск;Мурманская область;81531
Кировский;Приморский край;42354
Кирс;Кировская область;83339
Кирсанов;Тамбовская область;47537
Киселевск;Кемеровская область;38464
Кисловодск;Ставропольский край;87937
Кичменгский Городок;Вологодская область;81740
Киясово;Удмуртия;34133
Кленовое;Калининградская область;40157
Клетня;Брянская область;48338
Климовка;Калининградская область;40157
Климово;Брянская область;48347
Клин;Московская область;49624
Клинцы;Брянская область;48336
Ключи;Камчатка;41541
Ключи;Алтайский край;38578
Клявлино;Самарская область;84653
Княгинино;Нижегородская область;83166
Ковдор;Мурманская область;81535
Ковернино;Нижегородская область;83157
Ковров;Владимирская область;49232
Коврово;Калининградская область;40150
Ковылкино;Мордовия;83453
Когалым;Ханты-Мансийский автономный округ;34667
Кодинск;Красноярский край;39143
Кожевниково;Томская область;38244
Козельск;Калужская область;48442
Козловка;Чувашия;83534
Козулька;Красноярский край;39154
Козьмодемьянск;Марий Эл;83632
Койгородок;Коми;82132
Кола;Мурманская область;81553
Кологрив;Костромская область;49443
Коломна;Московская область;4966,09661
Колосовка;Калининградская область;40150
Колосовка;Омская область;38160
Колпашево;Томская область;38254
Колпна;Орловская область;48674
Колывань;Новосибирская область;38352
Колышлей;Пензенская область;84146
Кольчугино;Владимирская область;49245
Комаричи;Брянская область;48355
Комсомольск;Калининградская область;40159
Комсомольск;Ивановская область;49352
Комсомольский;Калмыкия;84743
Комсомольск-на-Амуре;Хабаровский край;42172
Комсомольское;Чувашия;83539
Конаково;Тверская область;48242
Кондинское;Ханты-Мансийский автономный округ;34677
Кондоль;Пензенская область;84147
Кондопога;Карелия;81451
Кондрово;Калужская область;48434
Коноша;Архангельская область;81858
Константиновка;Калининградская область;40151
Константиновка;Амурская область;41639
Константиновск;Ростовская область;86393
Конышевка;Курская область;47156
Копейск;Челябинская область;35139
Копьево;Хакасия;39036
Коренево;Курская область;47147
Кореновск;Краснодарский край;86142
Коркино;Челябинская область;35152
Кормиловка;Омская область;38170
Корнево;Калининградская область;4015664
Короленково;Калининградская область;40157
Короча;Белгородская область;47231
Корткерос;Коми;82136
Корф;Камчатка;4154459
Коряжма;Архангельская область;81850
Косиха;Алтайский край;38531
Костомукша;Карелия;81459
Кострово;Калининградская область;40152
Кострома;Костромская область;4942
Костромино;Калининградская область;40157
Костюковка;Калининградская область;40157
Котельнич;Кировская область;83342
Котлас;Архангельская область;81837
Котовск;Тамбовская область;47541
Коченево;Новосибирская область;38351
Кочки;Новосибирская область;38356
Кочкурово;Мордовия;83439
Кош-Агач;Алтайский край;38542
Кошехабль;Адыгея;87770
Кошки;Самарская область;84650
Кошхатау;Кабардино-Балкария;86636
Крапивинский;Кемеровская область;38446
Красная Горбатка;Владимирская область;49236
Красная Горка;Башкортостан;34776
Красная Горка;Брянская область;48346
Красноармейск;Саратовская область;84550
Красноармейская;Краснодарский край;86165
Красноармейское;Самарская область;84675
Красноармейское;Чувашия;83530
Красноборск;Архангельская область;81840
Красновишерск;Пермская область;34243
Красногвардейск;Адыгея;87778
Красногвардейское;Ставропольский край;86541
Красногвардейское;Белгородская область;47247
Красногородское;Псковская область;81137
Красногорское;Удмуртия;34164
Красногорское;Калининградская область;40143
Красногорское;Алтайский край;38535
Краснодар;Краснодарский край;8612
Красное;Калининградская область;40157
Красное;Белгородская область;47262
Красное;Липецкая область;47469
Красное-на-Волге;Костромская область;49432
Краснозерское;Новосибирская область;38357
Краснознаменск;Калининградская область;40164
Красной Чикой;Читинская область;30230
Краснокаменск;Читинская область;30245
Краснокамск;Пермская область;34273
Краснолесье;Калининградская область;40144
Красноолмский;Калининградская область;40158
Краснополье;Калининградская область;40157
Краснополянское;Калининградская область;40141
Краснослободск;Мордовия;83443
Красноторовка;Калининградская область;40150
Краснотуранск;Красноярский край;39134
Краснотурьинск;Свердловская область;34314
Красноуральск;Свердловская область;34343
Красноусольский;Башкортостан;34740
Красноуфимск;Свердловская область;34394
Краснофлотское;Калининградская область;40150
Краснощеково;Алтайский край;38575
Красноярск;Красноярский край;3912
Красноярское;Калининградская область;40142
Красные Баки;Нижегородская область;83156
Красные Четаи;Чувашия;83557
Красный;Смоленская область;48145
Красный бор;Калининградская область;40158
Красный Бор;Калининградская область;40159
Красный Кут;Саратовская область;84560
Красный Сулин;Ростовская область;86346
Красный Холм;Тверская область;48237
Красный Яр;Самарская область;84657
Красный Яр;Калининградская область;40159
Красный Яр;Астраханская область;85116
Крестцы;Новгородская область;81659
Кривошеино;Томская область;38251
Кромы;Калининградская область;40143
Кромы;Орловская область;48643
Кропоткин;Краснодарский край;86138
Кругловка;Калининградская область;40159
Крутинка;Омская область;38167
Крутиха;Алтайский край;38519
Крылово;Калининградская область;40157
Крыловская;Краснодарский край;86161
Крымск;Краснодарский край;86131
Кстово;Нижегородская область;83145
Кубановка;Калининградская область;40143
Кувандык;Оренбургская область;35361
Кувшиново;Тверская область;48257
Кугеси;Чувашия;83540
Кудепста;Краснодарский край;8622
Кудымкар;Пермская область;34260
Куеда;Пермская область;34262
Куженер;Марий Эл;83637
Кузнецк;Пензенская область;84157
Кузоватово;Ульяновская область;84237
Куйбышев;Новосибирская область;38362
Куйбышево;Ростовская область;86348
Куйбышевское;Калининградская область;40159
Кукмор;Татарстан;84364
Кулебаки;Нижегородская область;83176
Кулунда;Алтайский край;38566
Кумачово;Калининградская область;40150
Кумены;Кировская область;83343
Кумертау;Башкортостан;34761
Кунашак;Челябинская область;35148
Кунгур;Пермская область;34271
Кунья;Псковская область;81149
Купино;Новосибирская область;38358
Курагино;Красноярский край;39136
Курах;Дагестан;87262
Курган;Курганская область;35222,3522
Курганинск;Краснодарский край;86147
Куркино;Тульская область;48743
Курманаевка;Оренбургская область;35341
Курортное;Калининградская область;40157
Курсавка;Ставропольский край;86556
Курск;Курская область;4712,07122
Куртамыш;Курганская область;35249
Курумкан;Бурятия;30149
Курчатов;Курская область;47131
Курья;Алтайский край;38576
Куса;Челябинская область;35154
Кушва;Свердловская область;34344
Кушнаренково;Башкортостан;34710
Кущевская;Краснодарский край;86168
Кшенский;Курская область;47158
Кызыл;Тыва;39422
Кытманово;Алтайский край;38590
Кыштовка;Новосибирская область;38371
Кыштым;Челябинская область;35151
Кяхта;Бурятия;30142
Лабинск;Краснодарский край;86169
Ладушкин;Калининградская область;4015666
Лазо;Приморский край;42377
Лаишево;Татарстан;84378
Лангепас;Ханты-Мансийский автономный округ;34669
Лахденпохья;Карелия;81450
Лебедянь;Липецкая область;47466
Лебяжье;Кировская область;83344
Лебяжье;Курганская область;35237
Лев Толстой;Липецкая область;47464
Левобережное;Калининградская область;40163
Левокумское;Ставропольский край;86543
Лежнево;Ивановская область;49357
Ленинградская;Краснодарский край;86145
Лениногорск;Татарстан;85515
Ленинский;Тульская область;48767
Ленинск-Кузнецкий;Кемеровская область;38456
Ленинское;Кировская область;83345
Ленск;Саха-Якутия;41137
Лермонтов;Ставропольский край;87935
Лермонтово;Калининградская область;40143
Лесное;Калининградская область;40150
Лесное;Калининградская область;40162
Лесное;Калининградская область;40157
Лесное;Тверская область;48271
Лесозаводск;Приморский край;42355
Лесосибирск;Красноярский край;39145
Летняя Ставка;Ставропольский край;86565
Лешуконское;Архангельская область;81833
Ливны;Орловская область;48677
Лиман;Астраханская область;85117
Линево;Калининградская область;40157
Липецк;Липецкая область;4742
Липин Бор;Вологодская область;81758
Липняки;Калининградская область;40157
Липовка;Калининградская область;40141
Липово;Калининградская область;40143
Лиски;Воронежская область;47391
Лихославль;Тверская область;48261
Ловозеро;Мурманская область;81538
Лодейное Поле;Ленинградская область;81264
Локня;Псковская область;81139
Локоть;Брянская область;48354
Ломово;Калининградская область;40143
Ломоносов;Ленинградская область;81276
Ломоносовка;Калининградская область;40158
Лоо;Краснодарский край;8622
Лопатино;Пензенская область;84148
Лотошино;Московская область;49628
Лоухи;Карелия;81439
Луга;Ленинградская область;81272
Луговое;Калининградская область;40157
Луговое;Калининградская область;40151
Луговое;Калининградская область;40144
Луговское;Калининградская область;40150
Лужки;Калининградская область;40142
Луза;Кировская область;83346
Лукоянов;Нижегородская область;83196
Лунино;Калининградская область;40162
Лунино;Калининградская область;40159
Лунино;Пензенская область;84161
Луховицы;Московская область;49663
Лучегорск;Приморский край;42357
Лысково;Нижегородская область;83149
Лысые Горы;Саратовская область;84551
Лысьва;Пермская область;34249
Львовское;Калининградская область;40142
Льгов;Курская область;47140
Любим;Ярославская область;48543
Любинский;Омская область;38175
Любытино;Новгородская область;81668
Людиново;Калужская область;48444
Лямбирь;Мордовия;83441
Лянтор;Ханты-Мансийский автономный округ;34618
Магадан;Магаданская область;41322
Магнитогорск;Челябинская область;3511
Маевка;Калининградская область;40141
Майкоп;Адыгея;87722
Майма;Алтай;38844
Майна;Ульяновская область;84244
Майский;Кабардино-Балкария;86633
Майское;Калининградская область;40158
Майское;Калининградская область;40143
Майя;Саха-Якутия;41143
Макаров;Сахалин;42443
Макарьев;Костромская область;49445
Максатиха;Тверская область;48253
Макушино;Курганская область;35236
Малая Вишера;Новгородская область;81660
Малая Пурга;Удмуртия;34138
Малая Сердоба;Пензенская область;84162
Малгобек;Чечня;87133
Малиники;Калининградская область;40151
Малиновка;Калининградская область;40159
Малиновка;Калининградская область;40157
Малмыж;Кировская область;83347
Малоархангельское;Орловская область;48679
Маломожайское;Калининградская область;40162
Малояз;Башкортостан;34777
Малоярославец;Калужская область;48431
Малые Горки;Калининградская область;40159
Мальцево;Калининградская область;40142
Мамадыш;Татарстан;85563
Мамоново;Калининградская область;4015660
Мамонтово;Алтайский край;38513
Мантурово;Костромская область;49446
Мантурово;Курская область;47155
Марево;Новгородская область;81663
Мариинск;Кемеровская область;38443
Мариинский Посад;Чувашия;83542
Маркс;Саратовская область;84567
Мартыновка;Ростовская область;86395
Маршальское;Калининградская область;40151
Марьино;Калининградская область;40151
Марьяновка;Омская область;38168
Маслянино;Новосибирская область;38347
Матвеев Курган;Ростовская область;86341
Матвеевка;Оренбургская область;35356
Матросово;Калининградская область;40158
Махачкала;Дагестан;8722
Маяковское;Калининградская область;40143
Мглин;Брянская область;48339
Мегион;Ханты-Мансийский автономный округ;34663
Медвежьегорск;Карелия;81434
Медвенка;Курская область;47146
Медногорск;Оренбургская область;35379
Медовое;Калининградская область;4015669
Медынь;Калужская область;48433
Междуреченск;Кемеровская область;38475
Междуреченский;Тюменская область;34517
Междуреченский;Ханты-Мансийский автономный округ;34677
Междуречье;Калининградская область;40141
Мезень;Архангельская область;81848
Меленки;Владимирская область;49247
Мелеуз;Башкортостан;34764
Мельниково;Калининградская область;40150
Мельниково;Томская область;38247
Менделеево;Калининградская область;40151
Менделеевск;Татарстан;85549
Мензелинск;Татарстан;85555
Месягутово;Башкортостан;34798
Мещовск;Калужская область;48446
Миайлово;Калининградская область;40143
Миасс;Челябинская область;35135
Миасское;Челябинская область;35150
Миллерово;Ростовская область;86315
Милославское;Рязанская область;49157
Мильково;Камчатка;41533
Милютинская;Ростовская область;86319
Минеральные Воды;Ставропольский край;87922
Минусинск;Красноярский край;39132
Миньяр;Челябинская область;35131
Мирный;Архангельская область;81834
Мирный;Саха-Якутия;41136
Михайлов;Рязанская область;49130
Михайловка;Приморский край;42346
Михайловка;Алтайский край;38570
Мичуринск;Тамбовская область;47545
Мичуринский;Калининградская область;40143
Мишкино;Башкортостан;34749
Мишкино;Курганская область;35247
Могайтуй;Читинская область;30255
Можайск;Московская область;49638
Можга;Удмуртия;34139
Моздок;Северная Осетия;86736
Мозырь;Калининградская область;40157
Мокроус;Саратовская область;84565
Мокроусово;Курганская область;35234
Мокшан;Пензенская область;84150
Молчаново;Томская область;38256
Монастырщина;Смоленская область;48148
Мончегорск;Мурманская область;81536
Моргауши;Чувашия;83541
Моргуново;Калининградская область;40151
Мордово;Тамбовская область;47542
Мордовское;Калининградская область;40158
Морки;Марий Эл;83635
Морозовск;Ростовская область;86314
Моршанск;Тамбовская область;47533
Мосальск;Калужская область;48452
Москаленки;Омская область;38174
Москва;Московская область;495
Мостовской;Краснодарский край;86192
Мошенское;Новгородская область;81653
Мошково;Новосибирская область;38348
Мраково;Башкортостан;34719
Муезерский;Карелия;81455
Муравленко;Тюменская область;34538
Мураши;Кировская область;83348
Мурманск;Мурманская область;8152
Муром;Владимирская область;49234
Муромское;Калининградская область;40150
Муромцево;Омская область;38158
Муслюмово;Татарстан;85556
Мухоршибирь;Бурятия;30143
Мучкапский;Тамбовская область;47546
Мценск;Орловская область;48646
Мыски;Кемеровская область;38474
Мысовка;Калининградская область;40163
Мышкин;Ярославская область;48544
Набережные Челны;Татарстан;8552
Навашино;Нижегородская область;83175
Навля;Брянская область;48342
Нагорное;Калининградская область;40156
Нагорск;Кировская область;83349
Надеждино;Калининградская область;4015667
Назарово;Красноярский край;39155
Назрань;Ингушетия;87134
Называевск;Омская область;38161
Наимово;Калининградская область;40158
Нальчик;Кабардино-Балкария;86622,8662
Намцы;Саха-Якутия;41162
Нариманов;Астраханская область;85171
Наровчат;Пензенская область;84163
Наро-Фоминск;Московская область;49634
Нарткала;Кабардино-Балкария;86635
Нарышкино;Орловская область;48647
Нарьян-Мар;Архангельская область;81853
Находка;Приморский край;42366
Началово;Астраханская область;85172
Невель;Псковская область;81151
Неверкино;Пензенская область;84164
Невинномысск;Ставропольский край;86554
Невское;Калининградская область;40144
Невьянск;Свердловская область;34356
Некрасово;Калининградская область;40158
Некрасово;Калининградская область;40151
Некрасовское;Ярославская область;48531
Нелидово;Тверская область;48266
Нема;Кировская область;83350
Неман;Калининградская область;40162
Неманское;Калининградская область;40164
Нерехта;Костромская область;49431
Нерчинск;Читинская область;30242
Нерюнгри;Саха-Якутия;41147
Нестеров;Калининградская область;40144
Нефтегорск;Самарская область;84670
Нефтекамск;Башкортостан;34713
Нефтекумск;Ставропольский край;86558
Нефтеюганск;Ханты-Мансийский автономный округ;34612
Нея;Костромская область;49444
Нива;Калининградская область;40158
Нивенское;Калининградская область;4015665
Нижневартовск;Ханты-Мансийский автономный округ;3466
Нижнедевицк;Воронежская область;47370
Нижнекамск;Татарстан;8555
Нижние Серги;Свердловская область;34396
Нижний Ингаш;Красноярский край;39171
Нижний Ломов;Пензенская область;84154
Нижний Новгород;Нижегородская область;8312
Нижний Тагил;Свердловская область;3435
Нижняя Омка;Омская область;38165
Нижняя Салда;Свердловская область;34345
Нижняя Тавда;Тюменская область;34533
Нижняя Тура;Свердловская область;34342
Низовье;Калининградская область;40151
Никель;Мурманская область;81554
Николаевка;Ульяновская область;84247
Николаевск-на-Амуре;Хабаровский край;42135
Николо-Березовка;Башкортостан;34759
Никольск;Вологодская область;81754
Никольск;Пензенская область;84165
Нилово;Калининградская область;40142
Новая деревня;Калининградская область;40158
Новая Ляля;Свердловская область;34318
Новая Малыкла;Ульяновская область;84232
Новая Усмань;Воронежская область;47341
Новичиха;Алтайский край;38555
Новоалександровск;Ставропольский край;86544
Новоалтайск;Алтайский край;38532
Новобелокатай;Башкортостан;34750
Новобирилюссы;Красноярский край;39150
Новобобруйск;Калининградская область;40157
Нововаршавка;Омская область;38152
Нововоронеж;Воронежская область;47364
Новогурьевское;Калининградская область;40142
Новодвинск;Архангельская область;81852
Новодугино;Смоленская область;48138
Новоегорьевское;Алтайский край;38560
Новозыбков;Брянская область;48343
Новокиевский Увал;Амурская область;41644
Новоколозное;Калининградская область;40162
Новокубанск;Краснодарский край;86195
Новокузнецк;Кемеровская область;3843
Новокуйбышевск;Самарская область;84635
Новомичуринск;Рязанская область;49141
Новомосковск;Тульская область;48762
Новомосковский;Калининградская область;40151
Новомосковское;Калининградская область;4015669
Новонукутский;Иркутская область;39549
Новоорск;Оренбургская область;35363
Новопавловск;Ставропольский край;86538
Новопокровская;Краснодарский край;86149
Новоржев;Псковская область;81143
Новороссийск;Краснодарский край;8617
Новоселицкое;Ставропольский край;86548
Новоселово;Калининградская область;4015667
Новоселово;Красноярский край;39147
Новосергиевка;Оренбургская область;35339
Новосибирск;Новосибирская область;3832
Новосокольники;Псковская область;81144
Новоспасское;Ульяновская область;84238
Новостроево;Калининградская область;40157
Новостроево;Калининградская область;40142
Новостройка;Калининградская область;40143
Новотроицк;Оренбургская область;35376
Новоузенск;Саратовская область;84562
Новоульяновск;Ульяновская область;84255
Новоуральск;Свердловская область;34370
Новохоперск;Воронежская область;47353
Новочеркасск;Ростовская область;86352
Новошахтинск;Ростовская область;86369
Новошешминск;Татарстан;84348
Новые Бурасы;Саратовская область;84557
Новый Некоуз;Ярославская область;48547
Новый Оскол;Белгородская область;47233
Новый Торъял;Марий Эл;83636
Ногинск;Московская область;49651
Ножай-Юрт;Чечня;87141
Нолинск;Кировская область;83368
Норильск;Красноярский край;3919
Ноябрьск;Тюменская область;34564
Нурлаты;Татарстан;84345
Нытва;Пермская область;34272
Нюксеница;Вологодская область;81747
Нюрба;Саха-Якутия;41134
Нягань;Ханты-Мансийский автономный округ;34672
Нязепетровск;Челябинская область;35156
Няндома;Архангельская область;81838
о.Соловки;Архангельская область;81835,9
Обливская;Ростовская область;86396
Обнинск;Калужская область;48439
Обоянь;Курская область;47141
Обь;Новосибирская область;38373
Обьячево;Коми;82133
Овражье;Калининградская область;40158
Одесское;Омская область;38159
Одоев;Тульская область;48736
Озерки;Калининградская область;40159
Озерки;Калининградская область;40157
Озерск;Калининградская область;40142
Озерск;Челябинская область;35171
Озеры;Московская область;49670
Озинки;Саратовская область;84576
Оконешниково;Омская область;38166
Октябрьск;Самарская область;84646
Октябрьск;Ростовская область;86332
Октябрьский;Башкортостан;34767
Октябрьский;Пермская область;34266
Октябрьский;Архангельская область;81855
Октябрьское;Ханты-Мансийский автономный округ;34678
Октябрьское;Северная Осетия;86738
Октябрьское;Оренбургская область;35330
Октябрьское;Челябинская область;35158
Окуловка;Новгородская область;81657
Олекминск;Саха-Якутия;41138
Оленегорск;Мурманская область;81552
Оленино;Тверская область;48258
Олеово;Калининградская область;40142
Олонец;Карелия;81436
Ольга;Приморский край;42376
Ольоватка;Калининградская область;40143
Ольовка;Калининградская область;40159
Ольховатка;Воронежская область;47395
Омск;Омская область;3812
Омсукчан;Магаданская область;41346
Омутинский;Тюменская область;34544
Омутнинск;Кировская область;83352
Онгудай;Алтай;38845
Онега;Архангельская область;81839
Оотное;Калининградская область;40163
Опарино;Кировская область;83353
Опочка;Псковская область;81138
Орда;Пермская область;34258
Ордынское;Новосибирская область;38359
Орел;Орловская область;4862,08622
Оренбург;Оренбургская область;3532
Ореовка;Калининградская область;40159
Орехово-Зуево;Московская область;4964
Оричи;Кировская область;83354
Орлов;Кировская область;83365
Орловка;Калининградская область;40151
Орловский;Ростовская область;86375
Орск;Оренбургская область;35372
Оршанка;Марий Эл;83641
Оса;Пермская область;34291
Осинники;Кемеровская область;38471
Осиновка;Калининградская область;40159
Оссора;Камчатка;41545
Осташков;Тверская область;48235
Остров;Псковская область;81152
Островское;Калининградская область;40159
Островское;Костромская область;49438
Острогожск;Воронежская область;47375
Острогожское;Калининградская область;40164
Отрадная;Краснодарский край;86144
Отрадное;Калининградская область;40151
Отрадный;Самарская область;84661
Оханск;Пермская область;34279
Охотск;Хабаровский край;42141
Очер;Пермская область;34278
Павино;Костромская область;49439
Павловка;Ульяновская область;84248
Павлово;Нижегородская область;83171
Павловск;Алтайский край;38511
Павловск;Воронежская область;47362
Павловская;Краснодарский край;86191
Павловский Посад;Московская область;49643
Павлоградка;Омская область;38172
Палана;Камчатка;41543
Палатка;Магаданская область;41342
Палех;Ивановская область;49334
Палкино;Псковская область;81145
Панино;Воронежская область;47344
Панкрушиха;Алтайский край;38510
Парабель;Томская область;38252
Параньга;Марий Эл;83639
Партизанск;Приморский край;423630
Партизанское;Калининградская область;4015667
Партизанское;Красноярский край;39140
Парфеньево;Костромская область;49440
Парфино;Новгородская область;81650
Пахачи;Камчатка;4154455
Пачелма;Пензенская область;84152
Пенза;Пензенская область;8412
Пено;Тверская область;48230
Пеньки;Калининградская область;40141
Первомайск;Нижегородская область;83146
Первомайский;Читинская область;30262
Первомайский;Оренбургская область;35348
Первомайский;Тамбовская область;47548
Первомайское;Калининградская область;40143
Первомайское;Калининградская область;40151
Первомайское;Томская область;38245
Первоуральск;Свердловская область;34392
Перевоз;Нижегородская область;83148
Переволоцкий;Оренбургская область;35338
Перелюб;Саратовская область;84575
Перемышль;Калужская область;48441
Переславское;Калининградская область;40150
Переяславка;Хабаровский край;42154
Переяславль-Залесский;Ярославская область;48535
Пермь;Пермская область;3422
Песочное;Калининградская область;40157
Пестово;Новгородская область;81669
Пестрецы;Татарстан;84367
Пестровка;Самарская область;84674
Пестяки;Ивановская область;49346
Песчанокопск;Ростовская область;86373
Петино;Калининградская область;40158
Петрово;Калининградская область;40152
Петровск;Саратовская область;84555
Петровское;Тамбовская область;47544
Петрозаводск;Карелия;8142
Петропавловка;Бурятия;30134
Петропавловка;Воронежская область;47365
Петропавловск-Камчатский;Камчатка;4152,41522
Петропавловское;Алтайский край;38573
Петухово;Курганская область;35235
